,id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
2517,42849,27,65000,OWN,11.0,HOMEIMPROVEMENT,A,12000,8.9,0.18,N,6,0
2518,33697,23,42000,RENT,0.0,PERSONAL,A,10000,5.42,0.24,N,2,0
2519,2458,34,48000,RENT,3.0,MEDICAL,C,10000,12.68,0.21,Y,7,0
2520,36569,24,40000,RENT,3.0,EDUCATION,A,9000,8.94,0.23,N,2,0
2521,3882,27,42000,MORTGAGE,8.0,EDUCATION,C,5000,12.98,0.12,Y,8,1
2522,55636,24,90000,MORTGAGE,8.0,PERSONAL,A,25000,7.9,0.28,N,3,0
2523,24394,25,78000,MORTGAGE,9.0,MEDICAL,B,8000,10.62,0.1,N,3,0
2524,37543,24,50000,RENT,2.0,EDUCATION,B,4800,10.59,0.1,N,3,0
2525,2052,32,64700,RENT,3.0,MEDICAL,B,20000,12.53,0.31,N,5,1
2526,7,21,20000,RENT,0.0,PERSONAL,C,2500,13.49,0.13,Y,3,0
2527,17498,22,27120,RENT,0.0,MEDICAL,B,9250,12.53,0.34,N,3,1
2528,15434,32,150000,MORTGAGE,12.0,VENTURE,A,5000,5.42,0.03,N,7,0
2529,35502,30,34000,MORTGAGE,11.0,VENTURE,A,10000,6.54,0.29,N,6,1
2530,32077,30,50000,RENT,4.0,EDUCATION,B,6000,10.65,0.12,N,5,0
2531,47949,24,44000,RENT,5.0,DEBTCONSOLIDATION,D,12000,17.27,0.27,Y,2,1
2532,42826,24,55000,MORTGAGE,8.0,EDUCATION,B,7800,10.99,0.14,N,3,0
2533,16982,28,70000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,9800,14.35,0.14,Y,10,0
2534,4084,25,125800,RENT,3.0,MEDICAL,D,25000,15.31,0.2,N,2,1
2535,48110,24,30000,RENT,2.0,DEBTCONSOLIDATION,B,2800,11.49,0.09,N,2,0
2536,11936,26,42000,RENT,2.0,DEBTCONSOLIDATION,D,10000,14.96,0.24,Y,4,1
2537,45862,27,42000,OWN,0.0,VENTURE,B,5000,11.83,0.12,N,7,0
2538,2772,27,120000,MORTGAGE,5.0,PERSONAL,A,6000,7.14,0.05,N,10,0
2539,48222,25,52000,RENT,0.0,DEBTCONSOLIDATION,A,2400,8.9,0.05,N,2,0
2540,38350,27,64000,RENT,3.0,HOMEIMPROVEMENT,B,13000,11.99,0.2,N,5,1
2541,52761,36,63324,RENT,8.0,MEDICAL,C,24250,12.53,0.39,Y,15,1
2542,39426,24,49000,RENT,2.0,DEBTCONSOLIDATION,D,12000,14.91,0.24,Y,2,1
2543,37906,23,32004,RENT,3.0,EDUCATION,B,12000,11.49,0.37,N,3,1
2544,16987,29,85000,MORTGAGE,13.0,VENTURE,A,12000,6.92,0.14,N,5,0
2545,13833,23,55000,RENT,5.0,EDUCATION,A,17000,6.91,0.31,N,2,1
2546,12945,23,60000,OWN,0.0,EDUCATION,B,16000,11.83,0.27,N,2,0
2547,13109,23,76000,RENT,7.0,DEBTCONSOLIDATION,B,5000,11.71,0.07,N,3,1
2548,38565,23,85000,MORTGAGE,3.0,MEDICAL,B,6000,11.99,0.07,N,2,0
2549,44596,24,62050,MORTGAGE,1.0,MEDICAL,D,5500,14.74,0.08,N,3,1
2550,26541,23,78000,RENT,0.0,HOMEIMPROVEMENT,E,20000,16.35,0.26,Y,4,1
2551,51224,24,43000,MORTGAGE,3.0,MEDICAL,E,12000,17.19,0.28,Y,2,1
2552,41319,30,42000,RENT,0.0,VENTURE,C,12000,15.23,0.29,N,8,0
2553,44280,25,32000,RENT,0.0,MEDICAL,A,3500,8.59,0.11,N,3,0
2554,40822,22,54000,RENT,0.0,EDUCATION,D,16000,15.57,0.3,Y,2,1
2555,11210,22,40525,MORTGAGE,6.0,EDUCATION,D,4800,14.96,0.12,Y,4,1
2556,24902,22,42500,RENT,6.0,PERSONAL,B,12000,12.21,0.28,N,3,0
2557,35512,28,68000,MORTGAGE,0.0,PERSONAL,B,24000,10.65,0.36,N,5,0
2558,6256,34,30000,RENT,4.0,MEDICAL,B,8000,10.99,0.27,N,6,0
2559,39466,27,50000,RENT,5.0,DEBTCONSOLIDATION,B,16000,11.71,0.32,N,5,1
2560,17420,23,39000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,4000,15.62,0.1,Y,3,1
2561,1805,28,30000,RENT,3.0,MEDICAL,B,12000,11.71,0.4,N,8,1
2562,54063,25,65000,RENT,4.0,PERSONAL,F,20000,17.58,0.31,Y,2,1
2563,20562,22,62500,MORTGAGE,6.0,PERSONAL,A,8400,7.88,0.13,N,3,0
2564,21734,22,35000,RENT,6.0,VENTURE,B,8000,11.12,0.23,N,3,0
2565,15273,22,30000,RENT,2.0,VENTURE,D,13750,14.84,0.42,N,4,1
2566,32918,32,91800,RENT,0.0,MEDICAL,D,16800,16.02,0.16,N,7,1
2567,39379,27,54000,RENT,2.0,MEDICAL,C,7500,13.98,0.14,N,9,1
2568,20242,22,70000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,10000,7.51,0.14,N,3,0
2569,22335,23,28800,RENT,5.0,MEDICAL,B,1600,9.88,0.06,N,2,0
2570,54386,22,34000,RENT,6.0,DEBTCONSOLIDATION,B,5000,11.71,0.15,N,2,1
2571,25352,32,24000,RENT,0.0,HOMEIMPROVEMENT,D,1500,14.42,0.06,N,7,1
2572,26288,24,79992,RENT,2.0,DEBTCONSOLIDATION,A,6000,7.88,0.08,N,3,0
2573,46578,23,98000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,20000,14.11,0.2,N,4,1
2574,44018,26,49000,MORTGAGE,0.0,EDUCATION,B,8000,9.96,0.16,N,2,1
2575,1972,30,48000,MORTGAGE,13.0,MEDICAL,B,3500,10.59,0.07,N,6,0
2576,49936,23,30000,RENT,5.0,PERSONAL,B,12000,10.37,0.4,N,3,1
2577,2034,22,30000,RENT,5.0,HOMEIMPROVEMENT,E,8000,19.29,0.27,N,2,1
2578,18190,25,62236,MORTGAGE,9.0,EDUCATION,B,5000,9.99,0.08,N,2,1
2579,31879,42,69764,RENT,7.0,DEBTCONSOLIDATION,D,1500,14.59,0.02,Y,15,1
2580,12922,33,75000,RENT,6.0,VENTURE,D,7200,17.58,0.09,N,9,0
2581,44477,22,50000,RENT,7.0,EDUCATION,B,6000,12.69,0.12,N,3,0
2582,44388,32,44000,RENT,4.0,DEBTCONSOLIDATION,E,12000,16.32,0.27,N,5,1
2583,53785,22,30000,RENT,0.0,PERSONAL,D,5000,14.96,0.17,Y,2,1
2584,1964,23,100000,MORTGAGE,0.0,PERSONAL,B,10000,9.45,0.1,N,4,0
2585,43170,35,51848,RENT,4.0,MEDICAL,D,13000,15.28,0.26,N,9,1
2586,18191,32,72500,RENT,2.0,MEDICAL,C,15000,13.85,0.21,N,8,0
2587,37645,30,120000,RENT,0.0,MEDICAL,B,6000,10.65,0.05,N,9,0
2588,43650,29,50000,RENT,5.0,MEDICAL,D,13000,12.92,0.26,Y,7,1
2589,40503,27,72250,MORTGAGE,11.0,MEDICAL,D,25000,14.83,0.29,Y,5,1
2590,21999,21,55000,RENT,0.0,HOMEIMPROVEMENT,D,10800,15.2,0.2,N,4,1
2591,40393,26,80000,MORTGAGE,2.0,MEDICAL,A,5000,7.88,0.06,N,4,0
2592,49053,26,54000,RENT,2.0,HOMEIMPROVEMENT,D,2925,15.62,0.05,Y,4,1
2593,46717,30,44000,RENT,1.0,EDUCATION,B,10500,12.69,0.24,N,9,1
2594,5640,22,49000,RENT,1.0,EDUCATION,B,8000,11.49,0.16,N,4,1
2595,42977,28,41500,MORTGAGE,3.0,MEDICAL,E,10000,15.68,0.24,Y,6,1
2596,58033,27,59500,RENT,3.0,MEDICAL,B,3000,10.75,0.05,N,6,1
2597,4237,27,39000,RENT,1.0,VENTURE,B,2500,10.99,0.06,N,8,0
2598,17476,24,56000,RENT,2.0,HOMEIMPROVEMENT,D,16120,15.65,0.29,Y,4,1
2599,2921,22,70000,RENT,3.0,PERSONAL,B,25000,11.86,0.36,N,2,1
2600,57567,23,38160,RENT,4.0,VENTURE,B,12000,11.58,0.31,N,3,1
2601,32458,26,36000,OWN,8.0,VENTURE,A,10800,7.88,0.3,N,3,0
2602,12805,44,30000,RENT,3.0,MEDICAL,B,11200,12.69,0.37,N,14,1
2603,588,22,60000,MORTGAGE,6.0,VENTURE,A,3000,7.66,0.05,N,2,0
2604,56164,38,52000,RENT,3.0,PERSONAL,B,3600,9.88,0.07,N,16,0
2605,10381,22,48000,RENT,6.0,VENTURE,C,10000,14.27,0.21,Y,2,0
2606,24444,34,30500,RENT,1.0,EDUCATION,B,7200,9.62,0.23,N,5,0
2607,18492,27,42500,RENT,4.0,EDUCATION,C,12000,13.48,0.29,N,10,0
2608,39514,26,24000,RENT,0.0,MEDICAL,B,10800,12.42,0.48,N,2,1
2609,1113,24,25000,RENT,8.0,DEBTCONSOLIDATION,A,5000,6.91,0.2,N,4,0
2610,28767,23,27000,RENT,0.0,PERSONAL,A,4200,8.0,0.15,N,2,1
2611,54754,29,42000,RENT,1.0,DEBTCONSOLIDATION,D,8000,14.59,0.19,N,6,1
2612,44945,22,75000,OWN,0.0,PERSONAL,B,7200,10.37,0.1,N,3,0
2613,51107,42,65028,MORTGAGE,4.0,EDUCATION,D,10000,13.55,0.15,N,12,1
2614,19780,43,39600,RENT,7.0,DEBTCONSOLIDATION,B,3000,12.18,0.08,N,15,1
2615,52398,28,38400,RENT,9.0,DEBTCONSOLIDATION,A,14500,7.29,0.38,N,7,1
2616,34777,21,30000,RENT,3.0,PERSONAL,B,6000,11.36,0.2,N,2,0
2617,47178,23,90000,RENT,7.0,EDUCATION,B,8000,11.71,0.09,N,2,0
2618,16497,28,29000,RENT,2.0,EDUCATION,C,5000,12.42,0.17,N,9,1
2619,43848,25,60000,RENT,0.0,EDUCATION,A,3000,5.79,0.05,N,3,0
2620,21182,21,40000,RENT,3.0,EDUCATION,A,10000,7.66,0.25,N,3,0
2621,36311,37,215000,RENT,2.0,HOMEIMPROVEMENT,A,6000,7.51,0.03,N,16,0
2622,36656,29,95000,MORTGAGE,7.0,PERSONAL,B,20000,10.62,0.21,N,8,0
2623,13543,32,130000,RENT,0.0,HOMEIMPROVEMENT,D,5000,15.65,0.04,Y,6,0
2624,8960,30,33000,RENT,2.0,DEBTCONSOLIDATION,C,3600,14.65,0.11,Y,10,1
2625,14190,28,150000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12000,11.14,0.08,N,8,0
2626,45935,22,60000,RENT,6.0,DEBTCONSOLIDATION,B,20000,10.37,0.33,N,2,1
2627,49321,31,70000,OWN,3.0,EDUCATION,A,7200,7.88,0.1,N,10,0
2628,51300,31,30000,RENT,5.0,VENTURE,D,8000,15.33,0.27,N,9,0
2629,18716,25,36000,RENT,9.0,PERSONAL,B,12000,10.38,0.33,N,3,1
2630,15507,32,75000,MORTGAGE,6.0,MEDICAL,A,7000,7.51,0.09,N,10,0
2631,25252,34,52000,MORTGAGE,2.0,PERSONAL,A,7000,7.88,0.13,N,7,0
2632,24689,29,65000,RENT,1.0,HOMEIMPROVEMENT,A,5600,5.79,0.09,N,10,0
2633,38292,26,33800,RENT,4.0,PERSONAL,A,15000,7.88,0.44,N,2,1
2634,53477,24,55000,RENT,8.0,PERSONAL,D,2000,14.54,0.04,N,2,0
2635,31205,37,78000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,30000,17.27,0.38,N,11,1
2636,723,27,50000,RENT,1.0,MEDICAL,C,8000,12.87,0.16,N,9,0
2637,38199,28,48000,RENT,12.0,PERSONAL,B,4000,11.36,0.08,N,7,0
2638,55806,27,42000,RENT,4.0,DEBTCONSOLIDATION,B,4000,10.37,0.1,N,6,0
2639,18120,42,68400,MORTGAGE,9.0,MEDICAL,B,2800,11.99,0.04,N,15,0
2640,10800,28,40000,RENT,12.0,DEBTCONSOLIDATION,D,9000,17.58,0.23,N,9,1
2641,34978,23,54000,RENT,2.0,MEDICAL,E,5000,16.32,0.09,N,2,1
2642,33212,29,40000,MORTGAGE,2.0,VENTURE,A,2000,5.42,0.05,N,7,0
2643,5545,24,55000,MORTGAGE,5.0,PERSONAL,B,9000,11.11,0.16,N,2,0
2644,28118,38,37484,MORTGAGE,8.0,DEBTCONSOLIDATION,A,10750,5.42,0.27,N,12,0
2645,4391,24,77000,RENT,3.0,VENTURE,B,24000,11.86,0.32,N,2,1
2646,9981,42,40000,RENT,0.0,EDUCATION,A,4500,7.66,0.11,N,12,0
2647,22885,25,59600,MORTGAGE,5.0,EDUCATION,D,6000,16.45,0.1,Y,3,1
2648,9908,38,140000,RENT,1.0,DEBTCONSOLIDATION,D,5000,16.89,0.04,N,16,1
2649,54730,22,33500,RENT,4.0,EDUCATION,B,10000,11.99,0.3,N,3,0
2650,6036,23,48000,RENT,7.0,EDUCATION,B,10000,11.14,0.21,N,3,0
2651,32113,33,110000,MORTGAGE,2.0,EDUCATION,A,14000,6.03,0.13,N,9,0
2652,6295,34,120000,RENT,17.0,EDUCATION,B,10000,10.59,0.08,N,7,0
2653,11250,37,55000,RENT,2.0,MEDICAL,B,4000,10.0,0.07,N,13,0
2654,10010,32,90000,RENT,2.0,MEDICAL,C,10000,13.57,0.11,N,8,0
2655,28027,21,38000,RENT,5.0,EDUCATION,B,12000,10.99,0.31,N,2,1
2656,55113,31,42000,OWN,15.0,EDUCATION,A,2500,5.42,0.06,N,5,0
2657,18784,27,48000,RENT,0.0,DEBTCONSOLIDATION,B,17000,11.71,0.36,N,10,1
2658,54028,41,60000,MORTGAGE,17.0,VENTURE,A,13500,8.9,0.23,N,15,0
2659,52614,44,90000,RENT,2.0,EDUCATION,B,20000,11.48,0.22,N,11,0
2660,4156,35,33000,RENT,4.0,DEBTCONSOLIDATION,B,15000,11.86,0.45,N,9,1
2661,17365,21,40000,RENT,3.0,DEBTCONSOLIDATION,C,10000,13.61,0.25,N,4,0
2662,55589,29,50000,RENT,4.0,VENTURE,B,18000,10.62,0.36,N,6,1
2663,48331,30,150000,MORTGAGE,4.0,MEDICAL,A,9600,7.49,0.07,N,9,0
2664,55438,23,52000,RENT,0.0,EDUCATION,A,7000,8.94,0.13,N,3,0
2665,29590,24,48000,RENT,2.0,VENTURE,E,6000,14.18,0.13,Y,2,1
2666,11061,25,49000,MORTGAGE,8.0,DEBTCONSOLIDATION,D,5000,14.74,0.1,Y,4,1
2667,44931,34,59700,MORTGAGE,10.0,PERSONAL,B,15000,9.99,0.25,N,7,0
2668,16550,23,55000,RENT,7.0,PERSONAL,B,20000,10.65,0.36,N,2,1
2669,39775,23,84000,MORTGAGE,7.0,PERSONAL,A,20000,7.9,0.24,N,3,0
2670,53535,36,72500,MORTGAGE,3.0,PERSONAL,D,16000,15.28,0.22,Y,11,0
2671,10951,36,30000,RENT,2.0,PERSONAL,B,10000,10.99,0.33,N,14,1
2672,10818,33,44000,RENT,14.0,MEDICAL,D,7000,16.29,0.16,N,9,1
2673,12206,28,25000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,4200,10.99,0.17,N,6,1
2674,30671,37,70000,RENT,13.0,PERSONAL,C,23000,13.98,0.31,Y,13,1
2675,26652,23,90000,MORTGAGE,0.0,VENTURE,C,10000,12.61,0.11,N,2,0
2676,35858,31,30000,OWN,2.0,VENTURE,A,2500,7.49,0.08,N,8,0
2677,1414,27,36996,RENT,6.0,PERSONAL,D,9600,14.54,0.27,Y,6,1
2678,58171,34,67392,MORTGAGE,0.0,DEBTCONSOLIDATION,C,15000,13.85,0.22,N,4,1
2679,45343,21,32000,MORTGAGE,4.0,MEDICAL,D,7000,15.62,0.22,N,4,1
2680,8809,23,110000,MORTGAGE,7.0,EDUCATION,B,10000,10.99,0.09,N,4,0
2681,753,24,15000,RENT,0.0,MEDICAL,B,3000,11.12,0.2,N,4,1
2682,39773,37,150000,MORTGAGE,14.0,EDUCATION,C,10000,14.35,0.07,Y,13,0
2683,19382,24,34000,MORTGAGE,1.0,MEDICAL,B,5000,12.42,0.15,N,3,1
2684,45459,24,54000,RENT,5.0,EDUCATION,B,8000,11.99,0.15,N,3,1
2685,52872,23,28000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,8400,7.51,0.3,N,2,0
2686,51213,30,90000,RENT,2.0,DEBTCONSOLIDATION,B,3000,11.49,0.03,N,5,0
2687,57273,33,28800,RENT,0.0,VENTURE,D,3250,17.49,0.11,N,7,1
2688,47191,22,58600,MORTGAGE,6.0,MEDICAL,A,9500,6.62,0.16,N,3,0
2689,43960,22,36000,MORTGAGE,6.0,VENTURE,B,10000,9.91,0.28,N,4,0
2690,48048,24,60000,MORTGAGE,8.0,VENTURE,B,2000,10.99,0.03,N,4,0
2691,39272,22,61656,MORTGAGE,6.0,VENTURE,A,15000,7.88,0.24,N,2,0
2692,57247,24,45000,RENT,6.0,DEBTCONSOLIDATION,A,9000,7.51,0.2,N,2,0
2693,25091,24,39000,RENT,1.0,PERSONAL,C,1000,13.49,0.03,Y,2,1
2694,17625,23,45000,RENT,1.0,EDUCATION,B,15000,10.37,0.33,N,3,1
2695,35597,30,44000,MORTGAGE,14.0,PERSONAL,C,13000,13.47,0.29,Y,8,1
2696,33383,25,38000,RENT,5.0,MEDICAL,B,8875,12.42,0.23,N,4,0
2697,56771,24,40000,RENT,0.0,VENTURE,B,10000,10.36,0.25,N,3,0
2698,34375,23,75000,RENT,5.0,PERSONAL,B,6600,8.88,0.09,N,4,0
2699,14402,22,30000,RENT,3.0,EDUCATION,A,10000,7.51,0.33,N,4,1
2700,29145,28,32000,RENT,0.0,PERSONAL,B,12000,11.49,0.38,N,10,1
2701,34093,25,54400,MORTGAGE,4.0,MEDICAL,D,5000,14.91,0.07,Y,3,1
2702,12326,23,45000,MORTGAGE,2.0,PERSONAL,D,6000,14.96,0.13,Y,2,1
2703,2004,30,26400,RENT,3.0,DEBTCONSOLIDATION,C,1500,14.22,0.06,N,8,0
2704,23863,23,35000,RENT,1.0,MEDICAL,C,13250,13.49,0.38,N,3,1
2705,50360,38,48800,RENT,2.0,PERSONAL,C,15000,13.48,0.31,N,15,1
2706,32234,27,69000,RENT,6.0,HOMEIMPROVEMENT,C,25000,14.65,0.36,N,7,1
2707,1959,25,30000,RENT,0.0,MEDICAL,A,3500,5.42,0.11,N,3,0
2708,3169,39,29004,RENT,5.0,MEDICAL,E,10000,16.4,0.34,N,16,1
2709,5495,21,30000,RENT,3.0,PERSONAL,B,6000,12.42,0.2,N,2,1
2710,46386,23,33280,RENT,3.0,EDUCATION,A,11250,7.51,0.36,N,4,1
2711,44330,33,30500,RENT,7.0,DEBTCONSOLIDATION,B,10000,10.65,0.33,N,8,1
2712,41292,25,84000,RENT,0.0,DEBTCONSOLIDATION,A,10000,7.66,0.12,N,3,0
2713,12982,26,40000,RENT,5.0,VENTURE,D,17500,16.02,0.42,Y,2,1
2714,37901,35,45000,RENT,6.0,MEDICAL,B,15650,11.49,0.34,N,9,1
2715,14757,29,45000,RENT,6.0,MEDICAL,B,5000,11.49,0.11,N,9,1
2716,38505,44,80000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,25000,10.51,0.31,N,17,0
2717,57909,36,51600,RENT,0.0,MEDICAL,B,16000,10.37,0.31,N,14,1
2718,2479,46,51996,RENT,5.0,MEDICAL,C,7000,13.98,0.13,N,16,0
2719,5772,29,54000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,5000,11.48,0.09,N,10,1
2720,51082,22,60000,RENT,4.0,DEBTCONSOLIDATION,D,10000,14.54,0.17,Y,4,1
2721,52904,31,48000,RENT,2.0,HOMEIMPROVEMENT,B,15000,12.21,0.31,N,5,1
2722,28198,26,45000,RENT,4.0,PERSONAL,A,10000,7.51,0.22,N,3,0
2723,15020,25,31000,RENT,5.0,PERSONAL,A,15250,8.9,0.48,N,3,1
2724,27040,22,39000,RENT,0.0,EDUCATION,D,15000,12.92,0.38,N,3,1
2725,11259,24,40000,RENT,3.0,DEBTCONSOLIDATION,A,14150,5.42,0.35,N,3,1
2726,30651,23,100000,MORTGAGE,2.0,EDUCATION,A,5000,7.14,0.05,N,3,0
2727,7331,23,72000,MORTGAGE,7.0,EDUCATION,A,9000,7.49,0.13,N,2,0
2728,48732,28,84000,RENT,0.0,DEBTCONSOLIDATION,E,8400,16.4,0.1,Y,7,1
2729,4828,35,83700,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6000,7.49,0.07,N,6,0
2730,41978,23,64600,RENT,7.0,MEDICAL,D,25000,15.31,0.38,Y,4,1
2731,980,23,78000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5000,5.42,0.06,N,4,1
2732,46034,23,30000,RENT,4.0,EDUCATION,C,2000,13.98,0.07,Y,3,0
2733,35203,22,59000,MORTGAGE,3.0,PERSONAL,C,14000,14.17,0.24,N,4,1
2734,47774,33,34000,MORTGAGE,0.0,EDUCATION,B,9000,9.63,0.27,N,7,1
2735,7938,36,53000,MORTGAGE,7.0,PERSONAL,A,8000,5.42,0.14,N,14,0
2736,42344,27,37440,RENT,5.0,PERSONAL,B,18250,11.71,0.49,N,8,1
2737,50777,23,80000,RENT,5.0,DEBTCONSOLIDATION,A,15000,7.51,0.19,N,3,0
2738,18531,21,54000,MORTGAGE,5.0,EDUCATION,D,8000,16.77,0.15,N,2,1
2739,39376,25,37000,RENT,0.0,MEDICAL,D,6000,14.96,0.16,Y,2,1
2740,15395,38,66504,OTHER,3.0,EDUCATION,C,12000,13.47,0.18,N,12,1
2741,3333,34,67392,MORTGAGE,0.0,PERSONAL,C,10000,13.85,0.15,Y,6,1
2742,44016,33,75000,MORTGAGE,1.0,EDUCATION,A,12500,6.03,0.16,N,10,0
2743,50606,23,26000,RENT,1.0,MEDICAL,A,8000,7.51,0.31,N,4,1
2744,33472,40,38004,RENT,4.0,MEDICAL,A,10000,9.63,0.26,N,13,0
2745,31787,25,35100,MORTGAGE,9.0,MEDICAL,D,15000,14.71,0.43,N,3,1
2746,46629,22,33640,RENT,2.0,PERSONAL,B,12000,9.99,0.36,N,4,1
2747,57119,22,40000,RENT,3.0,DEBTCONSOLIDATION,A,4800,8.9,0.12,N,4,0
2748,24576,27,30000,RENT,3.0,MEDICAL,A,6000,7.49,0.2,N,10,0
2749,29625,22,39000,RENT,0.0,PERSONAL,C,8000,12.53,0.21,Y,3,1
2750,19097,24,60000,MORTGAGE,3.0,MEDICAL,A,9700,5.99,0.16,N,2,0
2751,28990,46,100000,MORTGAGE,5.0,PERSONAL,A,7000,7.49,0.07,N,12,0
2752,51298,23,66000,RENT,2.0,VENTURE,D,10000,14.11,0.15,N,2,1
2753,15650,28,35000,RENT,12.0,DEBTCONSOLIDATION,C,7200,12.68,0.21,N,6,0
2754,50622,28,108000,RENT,4.0,MEDICAL,A,5000,7.14,0.05,N,8,0
2755,52563,23,28800,RENT,1.0,VENTURE,B,12000,10.59,0.43,N,3,1
2756,6660,33,50000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,8000,11.49,0.16,N,7,0
2757,40371,25,69000,RENT,0.0,HOMEIMPROVEMENT,D,9000,15.7,0.13,N,3,1
2758,3549,23,67983,MORTGAGE,8.0,MEDICAL,C,18000,12.73,0.24,N,2,1
2759,11366,28,38000,RENT,3.0,MEDICAL,A,7000,7.66,0.18,N,7,0
2760,30362,31,45000,RENT,1.0,EDUCATION,C,8000,13.16,0.18,N,5,0
2761,32119,26,42000,MORTGAGE,5.0,MEDICAL,D,1600,15.05,0.04,Y,3,1
2762,23859,27,28500,RENT,2.0,EDUCATION,A,12000,8.94,0.41,N,7,1
2763,21613,26,35138,RENT,5.0,VENTURE,D,3600,15.65,0.1,Y,2,1
2764,21438,23,24996,RENT,2.0,DEBTCONSOLIDATION,E,2500,15.95,0.1,Y,4,1
2765,58197,24,55000,RENT,8.0,DEBTCONSOLIDATION,A,7000,9.32,0.13,N,4,0
2766,26548,25,55000,MORTGAGE,2.0,VENTURE,A,10000,7.51,0.18,N,3,0
2767,19487,27,44004,RENT,2.0,PERSONAL,B,10000,11.46,0.23,N,8,1
2768,15155,31,40000,RENT,0.0,MEDICAL,C,5000,13.22,0.13,Y,9,0
2769,47753,29,80000,MORTGAGE,13.0,VENTURE,F,15000,15.76,0.19,N,8,0
2770,20036,30,34000,MORTGAGE,0.0,VENTURE,B,10000,10.95,0.29,N,10,0
2771,44703,24,48000,RENT,4.0,EDUCATION,A,6000,7.29,0.13,N,3,0
2772,58459,27,86875,MORTGAGE,5.0,VENTURE,B,8000,10.59,0.09,N,5,0
2773,38725,29,54586,MORTGAGE,4.0,EDUCATION,C,19000,13.61,0.35,Y,5,0
2774,38908,25,28000,RENT,6.0,MEDICAL,B,8000,10.25,0.29,N,3,0
2775,54054,36,62900,MORTGAGE,7.0,DEBTCONSOLIDATION,E,20000,16.35,0.27,Y,12,1
2776,9761,25,74600,RENT,5.0,MEDICAL,C,8000,13.35,0.11,N,4,1
2777,42019,27,80000,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.33,0.31,Y,5,1
2778,46117,37,55000,MORTGAGE,8.0,MEDICAL,F,10000,18.43,0.18,Y,12,1
2779,35544,42,62900,MORTGAGE,26.0,MEDICAL,D,10000,15.33,0.14,N,13,1
2780,44951,23,26000,RENT,2.0,MEDICAL,A,8000,6.03,0.31,N,3,1
2781,1173,29,50000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7500,7.29,0.15,N,9,0
2782,8195,30,41000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,8000,7.74,0.2,N,8,0
2783,42578,22,40000,RENT,2.0,EDUCATION,A,4000,7.14,0.1,N,2,0
2784,22957,37,24000,RENT,2.0,PERSONAL,A,3500,7.88,0.15,N,14,0
2785,20176,38,36000,RENT,3.0,PERSONAL,A,10000,8.9,0.28,N,12,0
2786,7404,24,42564,RENT,3.0,EDUCATION,C,15000,13.47,0.35,Y,3,1
2787,5703,36,44004,MORTGAGE,2.0,VENTURE,C,2000,13.61,0.05,Y,13,1
2788,2525,39,30000,RENT,4.0,MEDICAL,B,6300,11.71,0.22,N,14,0
2789,35898,26,48000,MORTGAGE,10.0,EDUCATION,A,5000,7.88,0.1,N,2,0
2790,56454,23,75000,RENT,0.0,EDUCATION,C,6000,14.27,0.08,Y,4,0
2791,24224,23,30000,RENT,4.0,VENTURE,B,6000,12.42,0.2,N,2,0
2792,1766,38,103000,RENT,5.0,DEBTCONSOLIDATION,D,25000,16.49,0.24,N,16,1
2793,17937,26,46000,RENT,7.0,DEBTCONSOLIDATION,B,10000,10.59,0.22,N,4,0
2794,7918,34,81996,RENT,1.0,MEDICAL,C,10000,13.61,0.12,N,5,0
2795,55804,28,60000,RENT,0.0,DEBTCONSOLIDATION,C,11000,13.16,0.19,Y,5,0
2796,43778,33,36000,RENT,1.0,PERSONAL,A,7500,9.32,0.21,N,5,0
2797,24888,24,18000,RENT,0.0,MEDICAL,B,3500,11.49,0.19,N,4,1
2798,50104,22,27000,RENT,2.0,MEDICAL,A,9000,6.54,0.33,N,4,1
2799,8969,30,36000,RENT,5.0,PERSONAL,C,13000,13.49,0.37,Y,9,1
2800,8521,31,28800,RENT,0.0,HOMEIMPROVEMENT,B,14800,9.88,0.49,N,8,1
2801,49459,28,36000,MORTGAGE,2.0,PERSONAL,C,5000,12.53,0.14,Y,10,0
2802,695,25,57000,RENT,3.0,HOMEIMPROVEMENT,D,20000,14.54,0.36,N,4,1
2803,15301,35,39600,RENT,2.0,PERSONAL,B,10000,10.99,0.25,N,10,1
2804,34531,26,64000,MORTGAGE,0.0,DEBTCONSOLIDATION,E,15250,15.68,0.23,Y,3,1
