person_age,person_income,person_home_ownership,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,loan_status
25,27040,0,4,2,4000,6.39,0.15,0
24,75000,0,4,1,10000,13.49,0.13,0
22,61000,2,0,1,7500,13.99,0.12,0
38,55000,0,5,1,9000,14.27,0.16,0
23,65000,2,2,1,10000,13.61,0.15,0
25,71500,2,3,0,24250,11.12,0.33,0
30,65000,2,3,0,15000,11.12,0.23,0
23,40000,2,4,0,1200,9.99,0.03,0
29,48000,1,4,3,10000,15.31,0.21,0
24,110000,2,2,2,12000,6.76,0.11,0
23,65000,2,2,0,10000,12.21,0.15,0
27,60000,2,1,2,8000,7.14,0.13,0
41,48000,0,3,0,10000,10.62,0.21,0
33,45000,0,1,0,10000,12.42,0.22,0
23,37000,0,2,0,6000,10.36,0.16,0
21,83000,0,1,1,3000,11.97,0.04,0
27,72576,0,0,0,5500,11.99,0.08,0
26,45000,0,3,0,6000,10.25,0.13,0
24,25000,0,3,0,8000,12.69,0.32,1
24,60000,0,1,0,7500,10.39,0.13,0
23,40000,0,4,2,7200,5.42,0.18,0
22,45000,0,3,3,4000,15.99,0.09,0
21,55000,0,5,3,10800,15.2,0.2,1
27,44004,1,5,2,4000,6.92,0.09,0
27,104000,2,3,0,12000,11.99,0.11,0
22,79000,0,4,3,25000,15.95,0.32,1
24,70000,2,4,2,4800,7.9,0.07,0
35,80000,0,2,1,20000,13.22,0.25,0
26,78000,2,5,0,12000,11.71,0.15,1
34,109200,2,3,2,6000,8.0,0.05,0
36,80000,2,1,0,21000,10.99,0.26,0
34,70000,0,3,1,24000,13.06,0.35,0
22,85000,2,4,0,7000,12.69,0.08,0
25,80000,2,2,2,1800,6.99,0.02,0
23,70000,2,0,2,10000,6.03,0.14,0
29,75000,2,0,2,6000,5.79,0.08,0
24,85000,0,1,1,15000,13.06,0.18,0
22,70000,2,1,2,3000,7.51,0.04,0
25,100000,2,4,2,6000,5.79,0.06,0
30,90000,2,3,0,11000,10.99,0.12,0
25,39000,0,2,3,14000,14.42,0.36,1
21,139992,2,4,2,25000,8.9,0.19,0
25,62500,2,3,0,12000,9.91,0.19,0
29,24000,1,3,0,3000,10.74,0.13,0
27,60000,0,3,2,2500,7.51,0.04,0
46,28176,0,0,1,6000,13.61,0.21,0
30,33000,0,2,0,4800,11.99,0.15,0
24,67000,0,4,2,3000,6.54,0.04,0
35,65000,0,4,0,3200,11.71,0.05,0
26,44664,0,4,1,4800,12.73,0.11,0
21,30000,0,4,1,3000,13.61,0.1,0
25,110000,2,1,2,12000,5.42,0.11,0
26,100000,2,3,0,15000,11.49,0.15,0
23,29088,0,1,0,7200,11.71,0.25,0
25,65000,2,4,2,8250,5.42,0.13,0
22,27996,0,1,1,12250,13.16,0.44,1
25,56000,0,4,2,12000,7.88,0.21,0
28,49992,2,1,3,8000,15.99,0.16,1
22,63000,0,0,0,6000,11.49,0.1,0
28,85000,2,2,2,10000,5.79,0.12,0
23,50000,2,4,1,10000,13.47,0.2,0
22,42000,0,0,2,7000,7.88,0.17,0
36,29004,0,5,1,1500,12.87,0.05,1
29,90000,1,3,2,10000,7.14,0.11,0
22,50000,1,0,0,3000,11.83,0.06,0
22,48000,2,0,2,10000,8.49,0.21,0
20,59000,0,2,0,16800,12.42,0.29,1
21,71000,2,1,0,11000,9.99,0.16,0
30,120000,2,5,0,6000,11.49,0.05,0
36,18000,0,0,0,8000,10.75,0.44,1
31,80000,2,5,0,15000,12.42,0.18,0
27,54000,0,1,3,10000,15.95,0.19,1
23,36000,0,2,4,4000,17.93,0.11,1
25,36000,0,1,2,8500,9.32,0.23,0
53,54000,0,0,1,6000,12.68,0.11,1
27,18000,0,1,1,1500,12.61,0.08,0
30,36000,0,2,3,1675,15.21,0.05,0
31,150000,0,1,0,5000,9.99,0.03,0
27,69996,2,3,2,3200,7.51,0.05,0
22,65000,2,0,2,13000,8.94,0.2,0
23,100000,0,0,0,10000,9.99,0.1,0
30,50000,0,2,0,2000,10.99,0.04,0
23,62000,2,0,2,17600,8.9,0.29,0
22,54996,0,0,0,10000,10.25,0.18,0
29,145000,2,2,0,7000,10.59,0.05,0
26,50000,2,4,2,12000,6.54,0.22,0
28,60000,0,5,1,6000,12.53,0.1,0
23,100000,2,3,1,16000,14.79,0.16,0
23,60000,0,0,2,6000,6.99,0.1,0
29,73000,2,4,2,12000,7.29,0.16,0
26,50000,2,5,2,7000,6.92,0.14,0
22,80000,2,3,2,4800,6.99,0.06,0
22,43000,0,3,2,5000,7.43,0.12,0
23,95000,2,1,0,6500,10.99,0.07,0
42,70000,2,4,2,30000,5.99,0.41,0
24,63000,0,1,0,6000,10.74,0.1,0
24,62400,2,1,0,5500,10.65,0.09,0
26,95000,2,3,2,10000,5.42,0.11,0
23,60000,0,0,1,12500,13.98,0.21,0
24,50000,0,1,2,8000,7.51,0.16,0
38,123600,2,0,2,12000,6.92,0.1,0
24,46000,0,4,2,9600,7.29,0.2,0
23,60000,2,0,2,3500,7.9,0.06,0
22,50000,2,3,0,7000,10.65,0.14,0
37,55000,0,2,0,3000,10.0,0.05,0
27,64500,0,0,0,5600,9.25,0.09,0
24,66000,0,1,1,11200,13.23,0.17,0
23,24000,0,0,2,5600,7.9,0.23,0
24,58000,2,3,2,14400,7.51,0.24,0
31,30000,0,1,0,3000,11.89,0.1,0
30,75000,2,3,3,20000,14.96,0.27,0
32,180000,2,4,2,5000,9.32,0.03,0
22,90000,2,0,0,6000,12.69,0.07,0
25,125000,0,0,1,10000,12.68,0.08,0
27,62000,2,5,1,12000,13.43,0.19,0
31,65000,2,3,2,15000,7.88,0.23,0
24,150000,2,2,1,28000,12.99,0.19,0
30,42000,0,4,1,9000,13.11,0.21,0
30,36000,2,2,0,10000,10.62,0.28,0
23,36000,0,0,0,8000,12.69,0.22,0
37,75996,2,4,3,12000,13.24,0.16,1
24,32000,0,3,1,12000,14.79,0.38,1
22,50000,0,1,1,15000,13.16,0.3,0
29,30000,0,0,2,7000,7.74,0.23,0
23,24000,0,1,3,10000,12.92,0.42,1
22,85000,2,1,1,6000,13.49,0.07,0
23,63000,2,2,1,15000,13.47,0.24,0
26,62004,0,5,1,10000,13.61,0.16,0
27,101004,2,1,2,12000,7.49,0.12,0
24,55000,0,4,1,12000,13.47,0.22,0
28,103000,2,4,3,3000,15.58,0.03,0
30,45000,0,1,2,14400,8.9,0.32,1
22,75000,0,1,0,25000,10.25,0.32,1
24,75000,2,2,0,12000,11.49,0.16,0
33,48000,1,3,2,6000,8.49,0.13,0
24,100000,0,4,2,12000,7.49,0.12,0
31,80000,2,3,2,12000,5.79,0.15,0
22,55000,2,4,0,3500,10.99,0.06,0
43,50000,2,1,1,6000,13.49,0.12,0
35,75000,0,5,0,5000,10.65,0.07,0
28,50000,2,3,0,17000,10.25,0.34,0
22,60000,2,1,2,7500,7.88,0.13,0
28,44000,0,0,2,12000,7.49,0.27,0
25,50000,2,1,0,1200,11.86,0.02,0
36,97000,2,1,1,5000,13.92,0.05,0
24,90000,2,0,0,12000,12.18,0.13,0
32,25000,0,2,2,10000,9.63,0.4,1
22,30000,0,2,2,12000,6.17,0.4,1
23,36000,0,3,2,4500,6.62,0.13,0
42,98000,2,4,3,15000,16.29,0.15,1
23,36000,0,3,1,4200,12.73,0.12,0
22,40000,2,0,1,14000,12.99,0.35,0
26,45000,2,5,0,5000,11.36,0.11,0
24,66000,2,3,2,10000,7.51,0.15,0
22,45000,2,3,0,5000,12.53,0.11,0
23,57000,2,0,2,9500,7.9,0.17,0
36,79000,2,5,2,13000,6.92,0.17,0
25,120000,2,2,0,7000,9.99,0.06,0
27,27120,0,0,1,4000,13.11,0.15,0
27,50000,0,4,2,4000,7.49,0.08,0
24,90000,2,2,0,16000,10.99,0.18,0
28,24000,0,5,1,4000,14.27,0.17,1
21,42000,0,2,2,8000,7.49,0.19,0
30,60000,2,0,3,1200,15.99,0.02,0
22,73008,2,0,0,10000,10.65,0.14,0
22,66300,0,1,3,20000,16.77,0.26,1
30,98700,2,5,1,9600,13.06,0.1,0
22,72000,2,0,2,14000,5.42,0.19,0
27,37000,0,1,0,10000,12.69,0.27,0
49,90000,0,0,2,15000,7.9,0.17,0
29,36000,0,3,3,6000,12.92,0.17,1
27,100000,2,0,3,16000,16.0,0.17,0
29,70000,2,1,1,2000,10.91,0.03,0
25,75000,2,4,0,4000,10.99,0.05,0
23,107000,2,4,2,10000,7.51,0.09,0
36,82359,2,1,0,6600,9.63,0.08,0
23,36000,0,0,2,7000,7.51,0.19,0
21,30000,0,0,2,10000,7.51,0.33,1
23,65000,2,0,2,10000,7.51,0.15,0
31,63600,2,2,0,5000,12.42,0.08,0
21,65000,0,0,0,10000,11.71,0.15,0
23,120000,2,0,2,9500,7.74,0.08,0
21,30000,0,0,0,4500,10.74,0.15,0
28,90000,0,1,2,7000,8.59,0.08,0
36,60000,0,5,2,20000,7.88,0.33,1
25,45000,2,0,2,3000,5.79,0.07,0
24,72000,0,2,3,18000,14.42,0.25,0
27,50000,2,4,2,2000,7.14,0.04,0
30,122000,2,4,3,20000,14.59,0.16,1
32,50000,0,1,0,12000,10.99,0.24,0
30,60000,2,1,2,4800,5.99,0.08,0
54,90000,2,2,2,12000,8.9,0.13,0
34,107000,1,1,2,5000,6.92,0.05,0
21,42000,0,0,1,5000,13.11,0.12,0
35,85000,0,5,0,7200,10.99,0.08,0
31,72000,2,4,2,11200,8.49,0.16,0
23,69000,0,0,2,4500,8.94,0.07,1
38,200000,2,2,2,7800,5.79,0.04,0
38,135000,1,3,1,15500,14.35,0.12,0
23,62000,2,3,1,13000,13.98,0.21,0
54,155000,2,2,1,8400,14.65,0.05,0
21,40000,0,0,2,12000,7.51,0.3,0
25,60000,2,5,2,10000,8.94,0.17,0
30,90000,2,5,1,12000,13.49,0.13,0
24,73000,0,2,2,6500,8.49,0.09,0
23,60000,2,4,2,6500,8.32,0.11,0
43,80000,2,5,2,9000,7.88,0.11,0
22,42000,0,3,0,8000,11.49,0.19,0
22,31000,2,3,1,1500,14.27,0.05,0
24,65000,2,4,0,7000,11.49,0.11,0
21,70000,2,2,2,8000,7.88,0.11,0
24,58000,0,1,0,12500,10.99,0.23,0
28,29000,0,2,0,4000,11.14,0.14,1
38,51480,2,1,0,7500,11.83,0.15,0
26,62000,2,3,2,6000,5.99,0.1,0
23,60000,0,4,0,3000,11.71,0.05,0
22,37000,0,0,0,5000,11.14,0.14,0
39,47000,0,0,0,3200,12.42,0.07,0
22,36000,2,3,0,3500,11.48,0.1,0
26,24000,0,2,3,8000,14.61,0.33,1
36,29000,2,4,1,4800,12.99,0.17,1
36,250000,0,0,2,35000,8.9,0.14,0
23,113316,2,0,2,10000,8.94,0.09,0
26,50000,1,3,1,3000,13.06,0.06,0
23,65000,0,4,1,18000,13.11,0.28,0
34,44000,0,4,1,5000,13.98,0.11,0
28,213000,2,4,0,2400,10.65,0.11,0
22,115000,2,0,1,14000,12.84,0.12,0
31,96000,2,5,0,10000,10.65,0.1,0
29,70000,2,2,0,20000,10.59,0.29,0
24,60000,0,4,0,5000,9.91,0.08,0
23,34000,0,3,1,10000,13.11,0.29,0
23,63189,2,3,1,8000,12.23,0.13,0
26,55000,0,0,1,1500,12.84,0.03,0
29,101424,0,2,1,2000,12.29,0.02,0
22,28500,0,1,0,1000,12.53,0.03,0
22,60000,0,0,0,6000,11.49,0.1,0
33,42000,0,2,1,8400,13.99,0.2,0
24,45000,2,4,2,4000,6.03,0.09,0
25,65000,0,4,2,7000,5.79,0.11,0
23,200000,2,0,2,15000,7.49,0.07,0
23,50000,2,3,2,10000,7.29,0.2,0
24,119000,0,5,3,21000,15.99,0.18,0
25,62000,0,2,0,7000,10.74,0.11,0
24,40000,0,3,0,8000,9.88,0.2,0
22,75000,2,0,1,7000,15.23,0.09,0
30,84000,2,5,0,6000,10.36,0.07,0
25,35000,0,1,0,4500,10.65,0.13,0
22,24000,0,2,2,8000,7.88,0.33,1
22,70000,0,3,0,14500,11.83,0.2,0
23,55000,0,1,2,12000,7.49,0.22,0
42,36000,2,1,2,15000,9.63,0.42,0
36,192000,2,0,2,10000,7.9,0.05,0
34,51996,1,5,0,3600,11.26,0.07,0
28,48000,0,0,0,15000,11.48,0.31,1
49,140000,2,2,0,7000,11.99,0.05,0
23,120000,2,4,0,10000,11.86,0.08,0
36,34444,0,3,1,5500,13.49,0.16,0
29,60000,2,0,2,10000,7.74,0.17,0
43,95000,0,0,0,4800,10.65,0.05,0
38,85000,2,3,0,5000,11.99,0.06,0
22,34000,0,4,3,6500,15.95,0.19,1
31,75000,2,3,2,12000,6.62,0.16,0
24,60000,2,0,0,13000,10.74,0.22,0
22,75000,0,2,2,10000,6.03,0.13,0
31,90000,0,0,1,8000,13.48,0.09,0
22,50000,0,0,0,6000,10.74,0.12,0
22,30000,0,0,0,8000,11.71,0.27,0
22,26004,0,0,0,8000,11.99,0.29,0
27,30000,0,1,0,7000,9.76,0.23,0
23,60000,2,0,1,8000,12.73,0.13,0
25,40000,0,1,2,6000,7.49,0.15,0
24,40000,2,1,2,10000,5.99,0.25,0
23,76000,2,3,2,15000,8.49,0.2,0
24,33666,0,2,3,8000,14.91,0.24,1
32,58000,2,1,2,12000,7.51,0.21,0
26,20000,0,4,0,4000,11.86,0.2,0
25,68000,2,3,2,10000,6.54,0.15,0
28,110000,2,5,0,3000,9.99,0.03,0
28,21000,0,1,2,4000,7.4,0.19,0
23,70000,1,3,3,10000,16.29,0.14,0
23,90000,0,0,2,12000,7.49,0.13,0
25,58000,0,4,0,10000,9.99,0.17,0
26,39000,2,3,2,6000,7.51,0.15,0
31,54000,0,0,0,2000,10.74,0.04,0
29,32000,0,1,3,7400,15.21,0.23,1
26,122000,0,5,1,14000,13.48,0.11,0
26,48000,0,1,2,8000,7.29,0.17,0
24,37308,2,5,1,4650,15.23,0.13,1
23,48000,0,4,1,15000,14.26,0.31,1
38,64000,1,3,1,14500,15.96,0.23,0
22,37200,0,3,0,15000,9.64,0.4,1
28,75000,2,1,0,10000,12.21,0.13,0
24,60000,0,0,2,5000,6.17,0.08,0
30,50000,0,1,1,2500,13.99,0.05,0
29,100000,2,1,0,7000,11.11,0.07,0
29,82710,0,2,1,8000,13.49,0.1,0
23,85000,0,0,0,18000,10.0,0.21,0
35,48000,0,3,0,10000,10.65,0.21,0
22,45000,2,0,2,15000,7.88,0.33,0
32,24000,0,4,2,4000,7.75,0.17,1
28,80000,0,1,0,5000,10.62,0.06,0
28,25200,2,1,2,1400,8.49,0.06,0
35,38400,0,3,0,4200,9.25,0.11,0
29,64000,0,0,4,20000,18.64,0.31,1
35,50000,0,0,2,11000,7.49,0.22,0
27,46000,0,1,0,5600,11.86,0.12,0
29,80000,2,2,0,20000,10.62,0.25,0
25,80000,0,3,0,2500,9.91,0.03,0
43,55000,0,1,3,4200,16.32,0.08,1
24,53500,0,0,0,3200,9.62,0.06,0
24,45000,0,2,2,10800,6.03,0.23,0
24,52000,0,0,2,10000,6.91,0.19,0
24,54000,0,3,0,3500,10.65,0.06,0
22,38004,0,2,0,3000,11.49,0.08,0
23,60000,2,1,0,9000,9.62,0.15,0
31,132000,0,5,0,11200,10.99,0.08,0
25,48000,0,1,2,4000,7.14,0.08,0
26,35000,0,1,2,6600,7.9,0.19,0
25,45000,0,2,0,20000,12.18,0.44,1
24,44000,0,5,4,10800,14.5,0.24,1
23,30000,0,0,2,1000,7.51,0.03,0
33,50000,2,4,1,4000,14.79,0.08,0
49,59000,2,5,4,7500,16.82,0.13,1
34,52000,2,5,0,2500,10.65,0.05,0
28,56000,2,1,0,8000,10.25,0.14,0
27,30000,0,3,2,12000,6.91,0.4,1
22,54000,2,1,2,5000,7.29,0.09,0
33,100000,2,1,2,7000,6.03,0.07,0
29,120000,2,5,2,6000,7.51,0.05,0
26,92500,0,0,0,12000,11.71,0.13,0
24,100000,2,2,2,5000,5.42,0.05,0
34,35000,2,2,2,5000,6.62,0.14,0
27,57996,2,3,2,20000,6.91,0.35,0
21,45000,0,3,0,10000,9.88,0.22,0
28,51000,2,1,0,15000,10.0,0.29,0
29,60000,0,3,0,15000,10.62,0.25,0
22,102000,0,4,1,15000,13.22,0.15,0
30,150000,2,5,1,12000,13.98,0.08,0
39,74000,0,3,3,25000,15.31,0.34,1
24,78000,0,5,0,8000,11.83,0.1,1
29,200000,2,0,2,30000,5.99,0.16,0
23,35900,0,4,2,6000,7.88,0.17,0
38,60000,2,5,1,12000,13.49,0.2,0
23,42000,0,0,0,8000,10.59,0.19,0
26,60000,0,5,0,9000,10.25,0.15,0
23,70000,0,0,0,8000,10.46,0.11,0
24,40000,0,1,0,15000,9.88,0.38,1
36,125000,2,2,2,10000,7.51,0.08,0
41,170000,2,0,1,20000,13.79,0.12,0
23,45000,2,2,0,6000,11.49,0.13,0
25,130000,2,0,2,10000,8.49,0.08,0
32,30000,0,0,1,4500,13.22,0.15,0
24,95000,2,5,2,4800,7.51,0.05,0
25,60000,2,1,1,5000,12.61,0.08,0
31,68000,0,4,0,10000,10.95,0.15,0
36,48000,0,3,2,11000,9.63,0.23,0
32,35000,1,1,0,5500,11.99,0.16,0
23,28800,0,1,0,1600,9.88,0.06,0
31,40000,2,0,0,6000,11.49,0.15,0
30,120000,2,3,2,6000,7.68,0.05,0
27,75400,2,0,2,6000,7.74,0.08,0
26,100000,2,3,2,15000,8.49,0.15,0
44,40000,2,2,0,3000,10.38,0.07,0
29,60000,2,1,0,15000,11.83,0.25,0
31,90000,0,0,0,8000,11.46,0.09,0
31,100000,2,4,2,5000,5.42,0.05,0
23,57700,2,2,2,3500,7.49,0.06,0
25,180000,2,4,0,8000,12.42,0.04,0
26,54996,0,3,2,7200,9.63,0.13,0
31,45996,0,5,0,14500,12.18,0.31,1
28,90000,2,3,0,12000,11.86,0.13,0
35,45000,1,2,0,6200,12.21,0.14,0
27,62050,0,1,3,25000,14.59,0.34,1
22,45000,0,4,2,6000,7.51,0.13,0
29,79500,2,0,2,7000,7.49,0.09,0
22,65004,2,0,2,5500,7.68,0.08,0
35,90000,2,3,2,7000,6.62,0.08,0
31,64450,0,0,1,15000,12.73,0.23,0
31,30000,0,0,3,4200,16.02,0.14,1
28,110000,2,2,0,3000,11.49,0.03,0
36,120000,2,2,4,6000,16.35,0.05,0
33,156000,2,0,1,15000,13.06,0.1,0
25,40000,0,0,0,15000,10.74,0.38,1
24,75000,2,4,2,5000,8.0,0.07,0
24,40000,3,3,0,15000,9.64,0.38,1
22,42000,0,2,2,2400,7.66,0.05,0
21,34000,1,3,1,7500,13.85,0.22,0
24,58380,0,3,0,5000,9.88,0.09,0
24,26400,2,5,0,8000,9.76,0.3,0
31,100000,2,1,2,7000,5.79,0.07,0
25,40000,0,1,0,12000,9.91,0.3,0
25,48000,0,4,1,7000,12.87,0.15,0
36,24000,0,3,3,1500,14.61,0.06,1
34,55000,0,1,1,4000,13.98,0.07,0
31,48000,0,1,3,14125,14.74,0.29,1
28,66300,2,4,2,14000,6.03,0.22,0
26,50000,2,0,1,8500,15.96,0.16,0
23,59000,2,2,3,3600,16.02,0.06,0
22,60000,2,0,0,6000,10.99,0.1,0
23,33000,0,2,0,7500,11.99,0.23,0
36,63000,2,5,2,12000,6.03,0.2,0
29,65000,2,3,2,10000,7.49,0.15,0
26,60000,2,4,1,3000,12.23,0.05,0
21,54000,2,3,0,8000,10.62,0.15,0
22,36000,0,1,2,4800,7.49,0.13,0
35,100000,0,3,0,12000,10.99,0.12,0
25,26000,1,3,2,2000,8.0,0.08,0
23,78000,2,4,2,9600,7.51,0.12,0
27,65000,2,3,1,6000,14.35,0.09,0
21,30000,0,4,0,6000,11.71,0.2,1
31,36000,0,4,3,5000,14.59,0.14,1
26,68004,0,4,0,12000,10.0,0.18,0
24,36000,2,0,1,4800,13.49,0.13,0
25,90000,2,1,1,8000,14.79,0.09,0
38,48000,0,3,1,7600,12.84,0.16,0
24,48500,0,4,2,2000,5.42,0.04,0
24,30000,0,1,0,7400,11.86,0.25,0
22,43680,2,4,1,15000,12.73,0.34,1
30,60000,2,2,2,8000,6.62,0.13,0
25,37200,0,4,2,10000,7.88,0.27,0
37,50000,1,5,0,18000,9.91,0.36,0
22,57000,0,0,2,2500,8.0,0.04,0
36,45000,2,0,5,5000,21.74,0.11,0
27,102500,2,5,2,8000,5.79,0.08,0
26,56000,2,3,0,12000,10.38,0.21,0
23,78625,0,2,1,13600,13.61,0.17,0
33,85000,0,2,0,10000,10.25,0.12,0
25,30000,0,5,3,3600,15.99,0.12,1
24,60000,2,4,0,15000,10.74,0.25,0
28,72000,2,4,2,7000,8.94,0.1,0
25,38000,2,0,2,9000,7.14,0.24,0
22,38004,0,1,1,8500,13.11,0.22,0
24,50000,0,0,0,3000,10.65,0.06,0
24,60000,0,5,1,8000,14.26,0.13,0
27,60000,2,5,3,3600,15.21,0.06,0
28,60000,0,1,1,12000,13.49,0.2,0
23,66000,0,3,0,6000,11.86,0.09,0
23,50000,0,0,0,2500,11.71,0.05,0
29,56000,2,5,0,12250,11.89,0.21,0
22,36000,0,1,2,6000,7.9,0.17,0
23,52000,0,3,0,7000,10.74,0.13,0
22,45288,2,2,0,10000,11.12,0.22,0
23,65000,2,0,2,2500,7.49,0.04,0
27,90000,2,1,0,12000,12.42,0.13,0
31,84000,2,4,2,9000,7.66,0.11,0
28,48000,0,3,1,8000,14.27,0.17,0
23,73000,2,3,2,12000,9.63,0.16,0
21,80000,2,0,1,25000,13.92,0.31,0
30,70000,0,4,2,7000,6.62,0.1,0
27,48000,0,3,0,12000,10.99,0.25,0
24,120000,2,0,2,8000,7.66,0.07,0
41,75000,2,3,0,4200,12.69,0.06,0
34,48000,0,0,2,16000,5.99,0.32,1
34,80000,2,5,0,5000,10.36,0.06,0
23,120000,2,0,2,8000,5.42,0.07,0
28,41000,0,4,1,5000,12.87,0.12,1
34,120000,2,3,1,17625,12.99,0.15,0
23,24000,0,1,0,6000,11.49,0.25,0
25,70000,2,4,2,8000,7.88,0.11,0
33,14400,0,4,0,2500,12.53,0.17,1
44,36228,0,1,2,2000,7.29,0.06,0
29,90000,2,1,2,12000,7.9,0.13,0
33,38400,0,5,0,11000,11.99,0.29,0
29,35000,2,1,0,8000,11.49,0.23,0
23,70000,0,3,0,10000,10.99,0.14,0
24,115000,2,3,0,5000,11.86,0.04,0
23,55000,0,0,2,7500,5.99,0.14,0
22,53724,0,0,1,6400,13.79,0.12,0
29,50000,2,2,2,12000,6.62,0.24,0
34,75000,2,2,2,7000,6.03,0.09,0
33,40000,0,3,3,15000,15.31,0.38,1
25,55000,2,3,1,5000,13.49,0.09,0
29,40000,1,1,0,15000,9.64,0.38,0
21,55000,2,2,1,15000,13.49,0.27,0
24,115500,2,5,0,18000,11.14,0.16,0
22,36000,0,1,0,12000,11.71,0.33,1
22,41682,2,4,2,18000,7.88,0.43,0
41,105000,1,3,3,10400,16.29,0.1,0
23,39900,0,2,0,12000,11.49,0.3,0
33,54000,0,0,0,15000,11.86,0.28,1
29,47500,0,5,4,16000,16.82,0.33,1
36,40000,0,2,0,5200,9.99,0.13,0
21,79000,0,0,0,10000,12.18,0.13,0
32,69996,2,5,0,10000,11.58,0.14,0
23,59004,0,4,3,8000,15.58,0.14,1
24,45600,2,2,2,12000,7.51,0.27,0
28,65000,2,5,2,3000,7.51,0.05,0
25,105000,2,4,0,6000,10.99,0.06,0
35,85000,2,2,2,8000,6.62,0.09,0
26,24000,0,2,1,8500,13.11,0.35,1
26,70000,2,0,3,10000,14.84,0.14,0
21,50000,0,2,1,10000,14.22,0.2,0
27,59000,0,1,0,10000,11.71,0.17,0
24,45000,2,1,2,10800,6.17,0.24,0
29,42000,0,1,2,2500,6.76,0.06,0
31,30000,0,4,2,10000,7.51,0.33,1
31,50000,2,4,2,10000,7.88,0.2,0
24,49000,0,4,3,12000,16.49,0.24,1
27,50000,0,4,1,10000,13.49,0.2,0
26,60000,0,0,0,15000,10.37,0.25,0
22,46000,2,4,2,4000,6.76,0.09,0
24,27000,1,5,3,10000,15.62,0.37,0
23,100000,0,3,2,11000,7.29,0.11,0
42,51000,1,2,2,9000,9.32,0.18,0
27,44000,2,4,0,15000,10.99,0.34,1
27,100000,2,1,2,7000,7.14,0.07,0
34,32000,0,4,0,15000,10.99,0.47,1
22,62000,0,0,1,7000,13.06,0.11,0
26,60000,2,4,2,4000,6.99,0.07,0
23,63000,0,0,3,20000,15.65,0.32,1
27,60000,2,2,3,6000,15.99,0.1,0
27,45000,2,0,0,10000,10.59,0.22,0
28,78000,2,4,2,12000,5.42,0.16,1
24,120000,0,1,2,12000,6.62,0.1,0
38,41000,2,4,1,6250,12.87,0.15,0
41,100300,0,1,2,7200,8.9,0.06,0
24,67500,0,4,4,10000,17.19,0.15,1
47,55000,2,2,2,2000,7.4,0.04,0
23,55000,0,1,0,7500,10.65,0.14,0
31,90000,0,2,0,10000,11.49,0.11,0
43,72000,0,5,2,8000,7.88,0.11,0
37,24000,0,1,0,5000,11.49,0.21,0
28,120000,1,3,0,5000,11.49,0.04,0
32,76000,0,2,1,14000,13.49,0.18,0
24,35400,0,0,2,12000,7.29,0.34,1
22,96000,1,3,0,5000,9.91,0.05,0
22,52000,2,0,2,12000,7.88,0.23,0
38,40000,0,0,1,6000,13.47,0.15,0
39,65000,0,0,2,10000,6.17,0.15,0
22,59000,0,0,1,7200,14.72,0.12,0
34,24000,0,3,1,6000,13.49,0.25,0
25,78000,2,4,0,15000,11.49,0.19,0
23,75000,1,2,1,10000,13.57,0.13,0
34,55272,0,3,2,4000,5.42,0.07,0
28,30000,0,5,3,8000,15.58,0.27,1
30,86000,0,3,0,3000,10.37,0.04,0
24,70000,2,2,0,8000,10.36,0.11,0
24,24000,0,2,0,10000,10.36,0.42,1
25,32000,0,1,2,4000,7.88,0.13,0
23,60000,2,2,2,8000,7.9,0.13,0
25,35000,2,2,2,8000,5.42,0.23,0
28,24996,0,1,1,9000,13.16,0.36,1
22,60000,0,4,0,10000,11.14,0.17,0
24,45000,0,1,1,6000,12.98,0.13,0
23,60000,0,1,2,8000,6.99,0.13,0
22,45000,0,0,1,5000,13.16,0.11,0
26,83000,2,0,2,7800,7.9,0.09,0
24,42276,2,5,0,6000,11.89,0.14,0
21,30000,0,4,2,3000,7.29,0.1,0
23,77052,0,0,0,24250,11.83,0.31,1
30,36000,0,1,2,6000,8.49,0.17,0
22,27000,0,4,1,1000,12.99,0.04,0
24,42200,2,2,0,4750,10.95,0.11,1
22,38000,0,2,2,10000,6.17,0.26,0
36,60000,2,5,0,10000,9.63,0.17,0
25,42000,2,2,0,10000,10.95,0.24,0
41,50000,0,0,1,9000,13.49,0.18,0
30,60000,1,0,0,16000,12.69,0.27,0
23,82560,0,2,0,5800,9.91,0.07,0
29,55000,2,2,2,3500,7.88,0.06,0
31,40000,0,2,2,5000,6.92,0.13,1
30,34000,0,4,3,5500,16.89,0.16,1
25,68000,0,4,0,15000,10.25,0.22,0
24,110000,0,3,3,12000,15.58,0.11,0
29,75000,2,5,2,7000,7.14,0.09,0
43,90000,0,1,1,10400,14.26,0.12,0
28,70000,2,2,2,5000,7.51,0.07,0
24,100000,0,0,3,6000,14.42,0.06,1
32,30000,1,1,2,3400,7.29,0.11,0
30,46000,0,1,1,6000,13.06,0.13,0
28,69996,0,5,2,1500,7.68,0.02,0
23,49000,0,3,1,3500,13.43,0.07,0
29,105000,2,1,2,13000,6.62,0.12,0
24,42000,1,0,2,6000,6.76,0.14,0
28,93600,0,0,0,20000,9.62,0.21,1
27,105000,2,4,1,12000,12.53,0.11,0
39,62500,0,5,1,4000,13.11,0.06,0
22,30000,0,3,0,5000,10.59,0.17,0
24,35000,0,3,0,17650,10.65,0.49,0
22,35000,0,3,0,3200,10.37,0.09,0
